
Ultralytics YOLOv8.0.203 🚀 Python-3.10.9 torch-2.1.0 CPU (Apple M1)
Model summary (fused): 168 layers, 11126358 parameters, 0 gradients, 28.4 GFLOPs
image 1/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/A0250662J_20220904_carrying_5966_360.png: 384x640 1 gun, 96.5ms
image 179/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 4_280.png: 384x640 1 gun, 77.9ms
image 180/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 4_300.png: 384x640 1 gun, 80.7ms
image 181/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 4_80.png: 384x640 1 gun, 73.4ms
image 182/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 5_100.png: 640x384 1 gun, 77.3ms
image 183/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 5_140.png: 640x384 1 gun, 79.6ms
image 184/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 5_160.png: 640x384 1 gun, 77.4ms
image 185/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 5_80.png: 640x384 1 gun, 78.3ms
image 186/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 6_100.png: 384x640 2 guns, 78.7ms
image 187/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 6_120.png: 384x640 1 gun, 81.8ms
image 188/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 6_140.png: 384x640 (no detections), 79.1ms
image 189/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 6_160.png: 384x640 1 gun, 78.1ms
image 190/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 6_180.png: 384x640 1 gun, 77.4ms
image 191/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 6_200.png: 384x640 1 gun, 78.1ms
image 192/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 6_220.png: 384x640 1 gun, 77.0ms
image 193/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 6_240.png: 384x640 1 gun, 77.9ms
image 194/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 6_80.png: 384x640 3 guns, 75.9ms
image 195/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(ANTHONY LIE)_100.png: 384x640 (no detections), 79.2ms
image 196/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(ANTHONY LIE)_120.png: 384x640 (no detections), 75.9ms
image 197/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(ANTHONY LIE)_140.png: 384x640 (no detections), 76.0ms
image 198/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(ANTHONY LIE)_160.png: 384x640 (no detections), 78.1ms
image 199/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(ANTHONY LIE)_180.png: 384x640 (no detections), 76.7ms
image 200/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(ANTHONY LIE)_80.png: 384x640 (no detections), 76.7ms
image 201/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(Dion Neo Wen Sh)_180.png: 384x640 (no detections), 76.7ms
image 202/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(Dion Neo Wen Sh)_200.png: 384x640 (no detections), 78.8ms
image 203/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(Dion Neo Wen Sh)_220.png: 384x640 (no detections), 77.1ms
image 204/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(Dion Neo Wen Sh)_340.png: 384x640 (no detections), 78.0ms
image 205/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(Dion Neo Wen Sh)_360.png: 384x640 (no detections), 75.9ms
image 206/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(MOHAMED AMMAR Z)_100.png: 384x640 2 guns, 76.2ms
image 207/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(MOHAMED AMMAR Z)_120.png: 384x640 1 gun, 73.4ms
image 208/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(MOHAMED AMMAR Z)_140.png: 384x640 2 guns, 75.4ms
image 209/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(MOHAMED AMMAR Z)_160.png: 384x640 2 guns, 79.0ms
image 210/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(MOHAMED AMMAR Z)_220.png: 384x640 2 guns, 74.2ms
image 211/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(MOHAMED AMMAR Z)_240.png: 384x640 (no detections), 75.6ms
image 212/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(MOHAMED AMMAR Z)_260.png: 384x640 1 gun, 75.1ms
image 213/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(MOHAMED AMMAR Z)_340.png: 384x640 (no detections), 76.9ms
image 214/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(MOHAMED AMMAR Z)_360.png: 384x640 1 gun, 78.9ms
image 215/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_140.png: 384x640 (no detections), 76.5ms
image 216/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_160.png: 384x640 (no detections), 72.5ms
image 217/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_180.png: 384x640 (no detections), 77.5ms
image 218/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_200.png: 384x640 (no detections), 75.6ms
image 219/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_220.png: 384x640 (no detections), 75.5ms
image 220/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_240.png: 384x640 (no detections), 76.2ms
image 221/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_260.png: 384x640 (no detections), 73.5ms
image 222/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_280.png: 384x640 (no detections), 74.5ms
image 223/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_300.png: 384x640 (no detections), 76.8ms
image 224/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_320.png: 384x640 (no detections), 76.8ms
image 225/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_340.png: 384x640 (no detections), 76.8ms
image 226/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_360.png: 384x640 (no detections), 72.7ms
image 227/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_380.png: 384x640 (no detections), 72.2ms
image 228/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat1(TAN YING HUI)_400.png: 384x640 (no detections), 72.5ms
image 229/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat12_100.png: 384x640 1 gun, 75.5ms
image 230/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat12_120.png: 384x640 1 gun, 79.7ms
image 231/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat12_140.png: 384x640 (no detections), 76.8ms
image 232/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat12_180.png: 384x640 (no detections), 75.5ms
image 233/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat12_200.png: 384x640 (no detections), 77.7ms
image 234/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat12_220.png: 384x640 1 gun, 78.8ms
image 235/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat12_240.png: 384x640 1 gun, 75.8ms
image 236/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat12_260.png: 384x640 (no detections), 75.9ms
image 237/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat12_80.png: 384x640 1 gun, 77.1ms
image 238/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(ANTHONY LIE)_100.png: 384x640 (no detections), 75.2ms
image 239/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(ANTHONY LIE)_80.png: 384x640 (no detections), 76.9ms
image 240/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_100.png: 384x640 2 guns, 75.3ms
image 241/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_1080.png: 384x640 1 gun, 77.1ms
image 242/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_1100.png: 384x640 1 gun, 74.2ms
image 243/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_1120.png: 384x640 3 guns, 73.2ms
image 244/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_1140.png: 384x640 2 guns, 78.9ms
image 245/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_1160.png: 384x640 2 guns, 76.0ms
image 246/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_1180.png: 384x640 2 guns, 78.3ms
image 247/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_120.png: 384x640 1 gun, 74.7ms
image 248/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_1200.png: 384x640 1 gun, 73.9ms
image 249/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_1220.png: 384x640 1 gun, 79.2ms
image 250/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_1240.png: 384x640 2 guns, 76.8ms
image 251/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_1260.png: 384x640 1 gun, 76.5ms
image 252/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_1280.png: 384x640 1 gun, 76.8ms
image 253/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_1300.png: 384x640 1 gun, 74.4ms
image 254/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_140.png: 384x640 2 guns, 76.7ms
image 255/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_160.png: 384x640 (no detections), 79.1ms
image 256/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_180.png: 384x640 2 guns, 72.8ms
image 257/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_200.png: 384x640 1 gun, 74.8ms
image 258/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_220.png: 384x640 2 guns, 77.6ms
image 259/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_240.png: 384x640 2 guns, 77.0ms
image 260/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_260.png: 384x640 2 guns, 79.9ms
image 261/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_280.png: 384x640 2 guns, 79.3ms
image 262/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_300.png: 384x640 1 gun, 76.1ms
image 263/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_380.png: 384x640 1 gun, 75.9ms
image 264/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_400.png: 384x640 1 gun, 76.1ms
image 265/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_420.png: 384x640 (no detections), 77.7ms
image 266/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_520.png: 384x640 2 guns, 73.5ms
image 267/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_540.png: 384x640 2 guns, 74.6ms
image 268/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_560.png: 384x640 2 guns, 76.3ms
image 269/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_580.png: 384x640 2 guns, 79.7ms
image 270/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_600.png: 384x640 2 guns, 77.0ms
image 271/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_620.png: 384x640 2 guns, 75.9ms
image 272/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_640.png: 384x640 2 guns, 81.4ms
image 273/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_660.png: 384x640 2 guns, 73.0ms
image 274/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_680.png: 384x640 2 guns, 76.4ms
image 275/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_700.png: 384x640 2 guns, 72.9ms
image 276/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_720.png: 384x640 2 guns, 82.8ms
image 277/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_80.png: 384x640 2 guns, 86.5ms
image 278/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(MOHAMED AMMAR Z)_920.png: 384x640 3 guns, 80.5ms
image 279/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(TAN YING HUI)_100.png: 384x640 (no detections), 79.4ms
image 280/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(TAN YING HUI)_120.png: 384x640 (no detections), 164.3ms
image 281/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(TAN YING HUI)_140.png: 384x640 (no detections), 98.1ms
image 282/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(TAN YING HUI)_160.png: 384x640 1 gun, 84.9ms
image 283/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(TAN YING HUI)_180.png: 384x640 (no detections), 87.4ms
image 284/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(TAN YING HUI)_240.png: 384x640 (no detections), 86.9ms
image 285/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat2(TAN YING HUI)_80.png: 384x640 (no detections), 92.3ms
image 286/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(ANTHONY LIE)_100.png: 384x640 2 guns, 78.0ms
image 287/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(ANTHONY LIE)_120.png: 384x640 1 gun, 76.0ms
image 288/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(ANTHONY LIE)_140.png: 384x640 (no detections), 75.3ms
image 289/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(ANTHONY LIE)_160.png: 384x640 2 guns, 78.4ms
image 290/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(ANTHONY LIE)_180.png: 384x640 1 gun, 77.0ms
image 291/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(ANTHONY LIE)_200.png: 384x640 1 gun, 77.2ms
image 292/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(ANTHONY LIE)_220.png: 384x640 2 guns, 78.2ms
image 293/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(ANTHONY LIE)_240.png: 384x640 1 gun, 76.3ms
image 294/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(ANTHONY LIE)_80.png: 384x640 2 guns, 73.9ms
image 295/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(Dion Neo Wen Sh)_80.png: 384x640 (no detections), 79.0ms
image 296/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(Hoeymork Haavar)_100.png: 384x640 (no detections), 76.1ms
image 297/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(Hoeymork Haavar)_120.png: 384x640 (no detections), 75.9ms
image 298/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(LIAO TIANCHANG)_120.png: 480x640 2 guns, 97.6ms
image 299/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(MOHAMED AMMAR Z)_100.png: 384x640 (no detections), 78.4ms
image 300/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(MOHAMED AMMAR Z)_120.png: 384x640 (no detections), 73.1ms
image 301/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(MOHAMED AMMAR Z)_140.png: 384x640 (no detections), 75.5ms
image 302/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(MOHAMED AMMAR Z)_160.png: 384x640 (no detections), 76.9ms
image 303/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(MOHAMED AMMAR Z)_80.png: 384x640 (no detections), 75.6ms
image 304/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(Qin Guorui)_100.png: 384x640 (no detections), 75.3ms
image 305/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(Qin Guorui)_120.png: 384x640 1 gun, 74.3ms
image 306/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(Qin Guorui)_140.png: 384x640 (no detections), 74.3ms
image 307/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(Qin Guorui)_160.png: 384x640 1 gun, 74.5ms
image 308/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(Qin Guorui)_80.png: 384x640 1 gun, 74.9ms
image 309/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(TAN YING HUI)_100.png: 576x640 1 gun, 108.5ms
image 310/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(TAN YING HUI)_120.png: 576x640 1 gun, 107.3ms
image 311/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(TAN YING HUI)_140.png: 576x640 2 guns, 109.7ms
image 312/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(TAN YING HUI)_160.png: 576x640 1 gun, 114.0ms
image 313/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(TAN YING HUI)_180.png: 576x640 1 gun, 110.7ms
image 314/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat3(TAN YING HUI)_80.png: 576x640 1 gun, 109.3ms
image 315/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(ANTHONY LIE)_100.png: 384x640 1 gun, 75.2ms
image 316/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(ANTHONY LIE)_120.png: 384x640 1 gun, 74.8ms
image 317/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(ANTHONY LIE)_140.png: 384x640 1 gun, 78.6ms
image 318/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(ANTHONY LIE)_160.png: 384x640 1 gun, 75.7ms
image 319/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(ANTHONY LIE)_80.png: 384x640 1 gun, 74.7ms
image 320/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(Dion Neo Wen Sh)_460.png: 384x640 1 gun, 74.9ms
image 321/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_100.png: 384x640 2 guns, 76.3ms
image 322/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_120.png: 384x640 1 knife, 1 gun, 76.8ms
image 323/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_140.png: 384x640 2 knifes, 76.5ms
image 324/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_160.png: 384x640 1 knife, 75.0ms
image 325/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_180.png: 384x640 1 knife, 77.3ms
image 326/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_200.png: 384x640 1 knife, 3 guns, 80.6ms
image 327/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_220.png: 384x640 1 gun, 75.0ms
image 328/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_240.png: 384x640 1 gun, 75.1ms
image 329/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_260.png: 384x640 (no detections), 74.6ms
image 330/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_280.png: 384x640 1 knife, 1 gun, 75.8ms
image 331/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_300.png: 384x640 2 knifes, 1 gun, 76.7ms
image 332/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_320.png: 384x640 1 knife, 1 gun, 76.0ms
image 333/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_340.png: 384x640 1 knife, 1 gun, 76.3ms
image 334/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_360.png: 384x640 1 gun, 77.3ms
image 335/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_380.png: 384x640 2 guns, 74.9ms
image 336/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_400.png: 384x640 1 gun, 76.4ms
image 337/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_420.png: 384x640 1 gun, 78.9ms
image 338/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_440.png: 384x640 1 gun, 78.2ms
image 339/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_460.png: 384x640 (no detections), 78.3ms
image 340/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(TAN YING HUI)_80.png: 384x640 1 knife, 1 gun, 75.0ms
image 341/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(Wu Yuhao)_100.png: 384x640 (no detections), 75.1ms
image 342/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(Wu Yuhao)_120.png: 384x640 (no detections), 78.0ms
image 343/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat4(Wu Yuhao)_140.png: 384x640 (no detections), 78.0ms
image 344/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat5(ANTHONY LIE)_100.png: 384x640 (no detections), 78.9ms
image 345/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat5(ANTHONY LIE)_120.png: 384x640 (no detections), 79.0ms
image 346/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat5(ANTHONY LIE)_140.png: 384x640 (no detections), 80.5ms
image 347/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat5(ANTHONY LIE)_160.png: 384x640 (no detections), 75.6ms
image 348/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat5(ANTHONY LIE)_80.png: 384x640 (no detections), 78.7ms
image 349/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat5(Hoeymork Haavar)_160.png: 384x640 2 guns, 78.7ms
image 350/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat5(Hoeymork Haavar)_80.png: 384x640 2 guns, 80.1ms
image 351/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat5(LIAO TIANCHANG)_100.png: 480x640 1 gun, 102.8ms
