
Ultralytics YOLOv8.0.203 🚀 Python-3.10.9 torch-2.1.0 CPU (Apple M1)
Model summary (fused): 168 layers, 11126358 parameters, 0 gradients, 28.4 GFLOPs
image 1/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0227648U_normal_2222_80.png: 384x640 (no detections), 93.8ms
image 310/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4449_360.png: 384x640 (no detections), 101.2ms
image 311/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4449_380.png: 384x640 (no detections), 99.0ms
image 312/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4449_400.png: 384x640 (no detections), 98.5ms
image 313/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4449_420.png: 384x640 (no detections), 103.7ms
image 314/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4449_440.png: 384x640 (no detections), 106.0ms
image 315/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4449_80.png: 384x640 (no detections), 109.0ms
image 316/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_100.png: 384x640 2 guns, 103.6ms
image 317/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_120.png: 384x640 2 guns, 112.7ms
image 318/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_140.png: 384x640 2 guns, 115.7ms
image 319/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_160.png: 384x640 2 guns, 106.4ms
image 320/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_180.png: 384x640 1 gun, 98.9ms
image 321/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_200.png: 384x640 1 gun, 93.8ms
image 322/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_220.png: 384x640 2 guns, 91.8ms
image 323/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_240.png: 384x640 2 guns, 98.7ms
image 324/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_260.png: 384x640 1 gun, 103.7ms
image 325/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_280.png: 384x640 2 guns, 103.2ms
image 326/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_300.png: 384x640 2 guns, 95.0ms
image 327/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_320.png: 384x640 3 guns, 106.9ms
image 328/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_340.png: 384x640 2 guns, 102.7ms
image 329/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_360.png: 384x640 2 guns, 97.1ms
image 330/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_380.png: 384x640 1 gun, 94.2ms
image 331/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_400.png: 384x640 3 guns, 91.0ms
image 332/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_420.png: 384x640 1 gun, 95.5ms
image 333/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_440.png: 384x640 1 gun, 95.1ms
image 334/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_460.png: 384x640 2 guns, 94.6ms
image 335/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_480.png: 384x640 1 gun, 92.7ms
image 336/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_500.png: 384x640 (no detections), 92.2ms
image 337/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_520.png: 384x640 (no detections), 95.1ms
image 338/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260551M_20220904_normal_4482_80.png: 384x640 1 gun, 90.2ms
image 339/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_100.png: 384x640 (no detections), 94.5ms
image 340/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_120.png: 384x640 (no detections), 98.6ms
image 341/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_140.png: 384x640 (no detections), 98.7ms
image 342/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_160.png: 384x640 (no detections), 98.2ms
image 343/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_180.png: 384x640 (no detections), 103.9ms
image 344/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_200.png: 384x640 (no detections), 96.8ms
image 345/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_220.png: 384x640 (no detections), 99.9ms
image 346/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_240.png: 384x640 (no detections), 94.7ms
image 347/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_260.png: 384x640 (no detections), 94.7ms
image 348/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_280.png: 384x640 (no detections), 99.3ms
image 349/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_300.png: 384x640 (no detections), 98.7ms
image 350/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_320.png: 384x640 (no detections), 95.3ms
image 351/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_340.png: 384x640 (no detections), 96.7ms
image 352/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_360.png: 384x640 (no detections), 97.3ms
image 353/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_380.png: 384x640 (no detections), 104.8ms
image 354/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_400.png: 384x640 (no detections), 98.6ms
image 355/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_420.png: 384x640 (no detections), 100.3ms
image 356/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_440.png: 384x640 (no detections), 100.7ms
image 357/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_460.png: 384x640 (no detections), 98.0ms
image 358/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_480.png: 384x640 (no detections), 99.0ms
image 359/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_500.png: 384x640 (no detections), 98.5ms
image 360/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_520.png: 384x640 (no detections), 96.9ms
image 361/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_540.png: 384x640 (no detections), 97.5ms
image 362/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_560.png: 384x640 (no detections), 101.2ms
image 363/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_580.png: 384x640 (no detections), 99.9ms
image 364/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_600.png: 384x640 (no detections), 103.2ms
image 365/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_620.png: 384x640 (no detections), 96.5ms
image 366/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_640.png: 384x640 (no detections), 102.4ms
image 367/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9079_80.png: 384x640 (no detections), 100.8ms
image 368/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9089_100.png: 384x640 (no detections), 99.8ms
image 369/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9089_120.png: 384x640 (no detections), 95.1ms
image 370/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9089_140.png: 384x640 (no detections), 96.7ms
image 371/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9089_160.png: 384x640 (no detections), 99.1ms
image 372/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9089_180.png: 384x640 (no detections), 98.6ms
image 373/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9089_200.png: 384x640 (no detections), 96.8ms
image 374/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9089_220.png: 384x640 (no detections), 96.7ms
image 375/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9089_240.png: 384x640 (no detections), 96.1ms
image 376/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9089_260.png: 384x640 (no detections), 98.2ms
image 377/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9089_280.png: 384x640 (no detections), 94.5ms
image 378/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9089_80.png: 384x640 (no detections), 95.3ms
image 379/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_100.png: 384x640 (no detections), 95.9ms
image 380/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_120.png: 384x640 (no detections), 96.1ms
image 381/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_140.png: 384x640 (no detections), 100.0ms
image 382/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_160.png: 384x640 (no detections), 99.3ms
image 383/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_180.png: 384x640 (no detections), 100.1ms
image 384/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_200.png: 384x640 (no detections), 98.8ms
image 385/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_220.png: 384x640 (no detections), 95.3ms
image 386/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_240.png: 384x640 (no detections), 97.3ms
image 387/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_260.png: 384x640 (no detections), 93.0ms
image 388/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_280.png: 384x640 (no detections), 93.2ms
image 389/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_300.png: 384x640 (no detections), 94.4ms
image 390/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_320.png: 384x640 (no detections), 96.0ms
image 391/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_340.png: 384x640 (no detections), 95.1ms
image 392/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_360.png: 384x640 (no detections), 99.6ms
image 393/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9099_80.png: 384x640 (no detections), 98.7ms
image 394/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_100.png: 384x640 (no detections), 99.4ms
image 395/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_120.png: 384x640 (no detections), 94.8ms
image 396/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_140.png: 384x640 (no detections), 90.4ms
image 397/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_160.png: 384x640 (no detections), 92.9ms
image 398/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_180.png: 384x640 (no detections), 90.3ms
image 399/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_200.png: 384x640 (no detections), 94.6ms
image 400/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_220.png: 384x640 (no detections), 93.1ms
image 401/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_240.png: 384x640 (no detections), 90.0ms
image 402/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_260.png: 384x640 (no detections), 93.2ms
image 403/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_280.png: 384x640 (no detections), 94.5ms
image 404/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_300.png: 384x640 (no detections), 92.7ms
image 405/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_320.png: 384x640 (no detections), 90.0ms
image 406/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_340.png: 384x640 1 gun, 94.5ms
image 407/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_360.png: 384x640 (no detections), 92.6ms
image 408/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_380.png: 384x640 (no detections), 92.2ms
image 409/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_400.png: 384x640 1 gun, 90.2ms
image 410/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_420.png: 384x640 1 gun, 90.2ms
image 411/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_440.png: 384x640 1 gun, 94.8ms
image 412/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_460.png: 384x640 1 gun, 93.3ms
image 413/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_480.png: 384x640 1 gun, 93.7ms
image 414/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_500.png: 384x640 1 gun, 94.9ms
image 415/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_520.png: 384x640 (no detections), 93.4ms
image 416/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_540.png: 384x640 (no detections), 91.8ms
image 417/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_560.png: 384x640 (no detections), 94.3ms
image 418/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9109_80.png: 384x640 (no detections), 89.6ms
image 419/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_100.png: 384x640 (no detections), 92.0ms
image 420/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_120.png: 384x640 (no detections), 95.1ms
image 421/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_140.png: 384x640 (no detections), 94.6ms
image 422/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_160.png: 384x640 (no detections), 96.9ms
image 423/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_180.png: 384x640 (no detections), 92.2ms
image 424/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_200.png: 384x640 1 gun, 96.2ms
image 425/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_220.png: 384x640 (no detections), 94.5ms
image 426/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_240.png: 384x640 1 gun, 95.1ms
image 427/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_260.png: 384x640 (no detections), 90.4ms
image 428/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_280.png: 384x640 (no detections), 88.4ms
image 429/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_300.png: 384x640 1 gun, 88.9ms
image 430/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_320.png: 384x640 (no detections), 89.7ms
image 431/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_340.png: 384x640 (no detections), 90.0ms
image 432/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_360.png: 384x640 (no detections), 94.5ms
image 433/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_380.png: 384x640 (no detections), 95.5ms
image 434/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_400.png: 384x640 (no detections), 93.5ms
image 435/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_420.png: 384x640 (no detections), 92.6ms
image 436/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_440.png: 384x640 (no detections), 94.0ms
image 437/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_460.png: 384x640 (no detections), 99.0ms
image 438/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9119_80.png: 384x640 (no detections), 95.2ms
image 439/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_100.png: 384x640 (no detections), 93.0ms
image 440/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_120.png: 384x640 (no detections), 126.0ms
image 441/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_140.png: 384x640 (no detections), 154.4ms
image 442/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_160.png: 384x640 (no detections), 383.8ms
image 443/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_180.png: 384x640 (no detections), 268.6ms
image 444/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_200.png: 384x640 (no detections), 203.1ms
image 445/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_220.png: 384x640 (no detections), 303.9ms
image 446/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_240.png: 384x640 (no detections), 137.9ms
image 447/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_260.png: 384x640 (no detections), 93.5ms
image 448/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_280.png: 384x640 (no detections), 96.6ms
image 449/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_300.png: 384x640 (no detections), 93.0ms
image 450/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_320.png: 384x640 (no detections), 92.5ms
image 451/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_340.png: 384x640 (no detections), 89.6ms
image 452/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_360.png: 384x640 (no detections), 97.9ms
image 453/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_380.png: 384x640 (no detections), 92.9ms
image 454/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_400.png: 384x640 (no detections), 95.1ms
image 455/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_420.png: 384x640 (no detections), 92.8ms
image 456/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_440.png: 384x640 (no detections), 93.9ms
image 457/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_460.png: 384x640 (no detections), 93.1ms
image 458/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_480.png: 384x640 (no detections), 93.4ms
image 459/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_500.png: 384x640 (no detections), 93.0ms
image 460/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_520.png: 384x640 (no detections), 95.2ms
image 461/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_540.png: 384x640 (no detections), 93.4ms
image 462/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_560.png: 384x640 (no detections), 94.1ms
image 463/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_580.png: 384x640 (no detections), 93.8ms
image 464/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_600.png: 384x640 (no detections), 93.4ms
image 465/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_620.png: 384x640 (no detections), 93.4ms
image 466/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_640.png: 384x640 (no detections), 97.2ms
image 467/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9129_80.png: 384x640 (no detections), 102.1ms
image 468/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9139_100.png: 384x640 (no detections), 93.8ms
image 469/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9139_120.png: 384x640 (no detections), 94.9ms
image 470/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9139_140.png: 384x640 (no detections), 95.8ms
image 471/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9139_160.png: 384x640 1 gun, 99.3ms
image 472/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9139_180.png: 384x640 (no detections), 95.3ms
image 473/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9139_200.png: 384x640 (no detections), 97.9ms
image 474/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9139_220.png: 384x640 (no detections), 96.4ms
image 475/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9139_240.png: 384x640 (no detections), 97.4ms
image 476/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9139_260.png: 384x640 (no detections), 94.9ms
image 477/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0260691A_20220904_normal_9139_280.png: 384x640 (no detections), 95.2ms
